0.0001  0.696922
0.0011  0.696705
0.0021  0.696488
0.0031  0.69627
0.0041  0.696052
0.0051  0.695833
0.0061  0.695614
0.0071  0.695395
0.0081  0.695175
0.0091  0.694955
0.0101  0.694734
0.0111  0.694513
0.0121  0.694292
0.0131  0.69407
0.0141  0.693848
0.0151  0.693625
0.0161  0.693402
0.0171  0.693179
0.0181  0.692955
0.0191  0.692731
0.0201  0.692507
0.0211  0.692282
0.0221  0.692056
0.0231  0.69183
0.0241  0.691604
0.0251  0.691378
0.0261  0.691151
0.0271  0.690923
0.0281  0.690696
0.0291  0.690468
0.0301  0.690239
0.0311  0.69001
0.0321  0.689781
0.0331  0.689551
0.0341  0.689321
0.0351  0.689091
0.0361  0.68886
0.0371  0.688628
0.0381  0.688397
0.0391  0.688165
0.0401  0.687932
0.0411  0.6877
0.0421  0.687466
0.0431  0.687233
0.0441  0.686999
0.0451  0.686765
0.0461  0.68653
0.0471  0.686295
0.0481  0.686059
0.0491  0.685823
0.0501  0.685587
0.0511  0.685351
0.0521  0.685114
0.0531  0.684876
0.0541  0.684639
0.0551  0.6844
0.0561  0.684162
0.0571  0.683923
0.0581  0.683684
0.0591  0.683444
0.0601  0.683204
0.0611  0.682964
0.0621  0.682723
0.0631  0.682482
0.0641  0.682241
0.0651  0.681999
0.0661  0.681757
0.0671  0.681514
0.0681  0.681271
0.0691  0.681028
0.0701  0.680784
0.0711  0.68054
0.0721  0.680296
0.0731  0.680051
0.0741  0.679806
0.0751  0.67956
0.0761  0.679315
0.0771  0.679068
0.0781  0.678822
0.0791  0.678575
0.0801  0.678328
0.0811  0.67808
0.0821  0.677832
0.0831  0.677584
0.0841  0.677335
0.0851  0.677086
0.0861  0.676836
0.0871  0.676587
0.0881  0.676336
0.0891  0.676086
0.0901  0.675835
0.0911  0.675584
0.0921  0.675332
0.0931  0.675081
0.0941  0.674828
0.0951  0.674576
0.0961  0.674323
0.0971  0.67407
0.0981  0.673816
0.0991  0.673562
0.1001  0.673308
0.1011  0.673053
0.1021  0.672798
0.1031  0.672543
0.1041  0.672287
0.1051  0.672031
0.1061  0.671775
0.1071  0.671518
0.1081  0.671261
0.1091  0.671004
0.1101  0.670746
0.1111  0.670488
0.1121  0.670229
0.1131  0.669971
0.1141  0.669712
0.1151  0.669452
0.1161  0.669193
0.1171  0.668932
0.1181  0.668672
0.1191  0.668411
0.1201  0.66815
0.1211  0.667889
0.1221  0.667627
0.1231  0.667365
0.1241  0.667103
0.1251  0.66684
0.1261  0.666577
0.1271  0.666314
0.1281  0.66605
0.1291  0.665786
0.1301  0.665522
0.1311  0.665257
0.1321  0.664992
0.1331  0.664727
0.1341  0.664462
0.1351  0.664196
0.1361  0.66393
0.1371  0.663663
0.1381  0.663396
0.1391  0.663129
0.1401  0.662862
0.1411  0.662594
0.1421  0.662326
0.1431  0.662057
0.1441  0.661789
0.1451  0.66152
0.1461  0.66125
0.1471  0.660981
0.1481  0.660711
0.1491  0.66044
0.1501  0.66017
0.1511  0.659899
0.1521  0.659628
0.1531  0.659356
0.1541  0.659085
0.1551  0.658812
0.1561  0.65854
0.1571  0.658267
0.1581  0.657994
0.1591  0.657721
0.1601  0.657448
0.1611  0.657174
0.1621  0.6569
0.1631  0.656625
0.1641  0.65635
0.1651  0.656075
0.1661  0.6558
0.1671  0.655524
0.1681  0.655248
0.1691  0.654972
0.1701  0.654696
0.1711  0.654419
0.1721  0.654142
0.1731  0.653864
0.1741  0.653587
0.1751  0.653309
0.1761  0.653031
0.1771  0.652752
0.1781  0.652473
0.1791  0.652194
0.1801  0.651915
0.1811  0.651635
0.1821  0.651355
0.1831  0.651075
0.1841  0.650795
0.1851  0.650514
0.1861  0.650233
0.1871  0.649952
0.1881  0.64967
0.1891  0.649388
0.1901  0.649106
0.1911  0.648824
0.1921  0.648541
0.1931  0.648258
0.1941  0.647975
0.1951  0.647692
0.1961  0.647408
0.1971  0.647124
0.1981  0.64684
0.1991  0.646555
0.2001  0.64627
0.2011  0.645985
0.2021  0.6457
0.2031  0.645414
0.2041  0.645129
0.2051  0.644843
0.2061  0.644556
0.2071  0.64427
0.2081  0.643983
0.2091  0.643696
0.2101  0.643408
0.2111  0.643121
0.2121  0.642833
0.2131  0.642545
0.2141  0.642256
0.2151  0.641968
0.2161  0.641679
0.2171  0.64139
0.2181  0.641101
0.2191  0.640811
0.2201  0.640521
0.2211  0.640231
0.2221  0.639941
0.2231  0.63965
0.2241  0.639359
0.2251  0.639068
0.2261  0.638777
0.2271  0.638486
0.2281  0.638194
0.2291  0.637902
0.2301  0.63761
0.2311  0.637317
0.2321  0.637025
0.2331  0.636732
0.2341  0.636439
0.2351  0.636145
0.2361  0.635852
0.2371  0.635558
0.2381  0.635264
0.2391  0.634969
0.2401  0.634675
0.2411  0.63438
0.2421  0.634085
0.2431  0.63379
0.2441  0.633495
0.2451  0.633199
0.2461  0.632903
0.2471  0.632607
0.2481  0.632311
0.2491  0.632015
0.2501  0.631718
0.2511  0.631421
0.2521  0.631124
0.2531  0.630827
0.2541  0.630529
0.2551  0.630231
0.2561  0.629933
0.2571  0.629635
0.2581  0.629337
0.2591  0.629038
0.2601  0.62874
0.2611  0.628441
0.2621  0.628142
0.2631  0.627842
0.2641  0.627543
0.2651  0.627243
0.2661  0.626943
0.2671  0.626643
0.2681  0.626342
0.2691  0.626042
0.2701  0.625741
0.2711  0.62544
0.2721  0.625139
0.2731  0.624838
0.2741  0.624536
0.2751  0.624235
0.2761  0.623933
0.2771  0.623631
0.2781  0.623329
0.2791  0.623026
0.2801  0.622724
0.2811  0.622421
0.2821  0.622118
0.2831  0.621815
0.2841  0.621512
0.2851  0.621208
0.2861  0.620905
0.2871  0.620601
0.2881  0.620297
0.2891  0.619993
0.2901  0.619688
0.2911  0.619384
0.2921  0.619079
0.2931  0.618774
0.2941  0.618469
0.2951  0.618164
0.2961  0.617859
0.2971  0.617553
0.2981  0.617248
0.2991  0.616942
0.3001  0.616636
0.3011  0.61633
0.3021  0.616024
0.3031  0.615717
0.3041  0.615411
0.3051  0.615104
0.3061  0.614797
0.3071  0.61449
0.3081  0.614183
0.3091  0.613876
0.3101  0.613568
0.3111  0.613261
0.3121  0.612953
0.3131  0.612645
0.3141  0.612337
0.3151  0.612029
0.3161  0.61172
0.3171  0.611412
0.3181  0.611103
0.3191  0.610795
0.3201  0.610486
0.3211  0.610177
0.3221  0.609868
0.3231  0.609559
0.3241  0.609249
0.3251  0.60894
0.3261  0.60863
0.3271  0.60832
0.3281  0.608011
0.3291  0.607701
0.3301  0.607391
0.3311  0.60708
0.3321  0.60677
0.3331  0.60646
0.3341  0.606367
0.3351  0.606338
0.3361  0.606309
0.3371  0.606278
0.3381  0.606246
0.3391  0.606213
0.3401  0.606179
0.3411  0.606143
0.3421  0.606107
0.3431  0.60607
0.3441  0.606031
0.3451  0.605991
0.3461  0.605951
0.3471  0.605909
0.3481  0.605866
0.3491  0.605822
0.3501  0.605777
0.3511  0.60573
0.3521  0.605683
0.3531  0.605635
0.3541  0.605585
0.3551  0.605535
0.3561  0.605483
0.3571  0.60543
0.3581  0.605376
0.3591  0.605321
0.3601  0.605265
0.3611  0.605208
0.3621  0.60515
0.3631  0.605091
0.3641  0.605031
0.3651  0.604969
0.3661  0.604907
0.3671  0.604843
0.3681  0.604779
0.3691  0.604713
0.3701  0.604647
0.3711  0.604579
0.3721  0.60451
0.3731  0.60444
0.3741  0.604369
0.3751  0.604297
0.3761  0.604224
0.3771  0.60415
0.3781  0.604075
0.3791  0.603999
0.3801  0.603921
0.3811  0.603843
0.3821  0.603764
0.3831  0.603683
0.3841  0.603602
0.3851  0.60352
0.3861  0.603436
0.3871  0.603352
0.3881  0.603266
0.3891  0.603179
0.3901  0.603092
0.3911  0.603003
0.3921  0.602913
0.3931  0.602823
0.3941  0.602731
0.3951  0.602638
0.3961  0.602544
0.3971  0.602449
0.3981  0.602354
0.3991  0.602257
0.4001  0.602159
0.4011  0.60206
0.4021  0.60196
0.4031  0.601859
0.4041  0.601757
0.4051  0.601654
0.4061  0.60155
0.4071  0.601445
0.4081  0.601339
0.4091  0.601232
0.4101  0.601124
0.4111  0.601015
0.4121  0.600905
0.4131  0.600794
0.4141  0.600682
0.4151  0.600569
0.4161  0.600456
0.4171  0.600341
0.4181  0.600225
0.4191  0.600108
0.4201  0.59999
0.4211  0.599871
0.4221  0.599751
0.4231  0.59963
0.4241  0.599509
0.4251  0.599386
0.4261  0.599262
0.4271  0.599137
0.4281  0.599012
0.4291  0.598885
0.4301  0.598757
0.4311  0.598629
0.4321  0.598499
0.4331  0.598369
0.4341  0.598237
0.4351  0.598105
0.4361  0.597971
0.4371  0.597837
0.4381  0.597702
0.4391  0.597566
0.4401  0.597428
0.4411  0.59729
0.4421  0.597151
0.4431  0.597011
0.4441  0.59687
0.4451  0.596728
0.4461  0.596586
0.4471  0.596442
0.4481  0.596297
0.4491  0.596152
0.4501  0.596045
0.4511  0.596299
0.4521  0.596554
0.4531  0.59681
0.4541  0.597067
0.4551  0.597325
0.4561  0.597584
0.4571  0.597844
0.4581  0.598105
0.4591  0.598368
0.4601  0.598631
0.4611  0.598896
0.4621  0.599161
0.4631  0.599428
0.4641  0.599696
0.4651  0.599965
0.4661  0.600235
0.4671  0.600506
0.4681  0.600779
0.4691  0.601052
0.4701  0.601327
0.4711  0.601602
0.4721  0.601879
0.4731  0.602157
0.4741  0.602436
0.4751  0.602716
0.4761  0.602997
0.4771  0.60328
0.4781  0.603563
0.4791  0.603848
0.4801  0.604133
0.4811  0.60442
0.4821  0.604708
0.4831  0.604998
0.4841  0.605288
0.4851  0.605579
0.4861  0.605872
0.4871  0.606166
0.4881  0.606461
0.4891  0.606757
0.4901  0.607054
0.4911  0.607352
0.4921  0.607652
0.4931  0.607953
0.4941  0.608254
0.4951  0.608558
0.4961  0.608862
0.4971  0.609167
0.4981  0.609474
0.4991  0.609781
