0 -nan -nan -nan -nan
0.1417 1.49743 1.52294 0.435633 -1.0618
0.1418 1.49532 1.52107 0.435734 -1.05959
0.1419 1.49322 1.51921 0.435835 -1.05739
0.142 1.49112 1.51735 0.435935 -1.05519
0.1421 1.48903 1.51549 0.436034 -1.05299
0.1422 1.48694 1.51363 0.436132 -1.0508
0.1423 1.48485 1.51178 0.43623 -1.04862
0.1424 1.48276 1.50993 0.436328 -1.04644
0.1425 1.48068 1.50809 0.436424 -1.04426
0.1426 1.4786 1.50624 0.43652 -1.04208
0.1427 1.47653 1.5044 0.436615 -1.03991
0.1428 1.47446 1.50256 0.43671 -1.03775
0.1429 1.47239 1.50073 0.436804 -1.03559
0.143 1.47033 1.49889 0.436897 -1.03343
0.1431 1.46827 1.49706 0.43699 -1.03128
0.1432 1.46621 1.49524 0.437081 -1.02913
0.1433 1.46416 1.49341 0.437173 -1.02698
0.1434 1.46211 1.49159 0.437263 -1.02484
0.1435 1.46006 1.48977 0.437353 -1.02271
0.1436 1.45802 1.48795 0.437443 -1.02057
0.1437 1.45598 1.48614 0.437531 -1.01844
0.1438 1.45394 1.48433 0.437619 -1.01632
0.1439 1.45191 1.48252 0.437707 -1.0142
0.144 1.44988 1.48072 0.437793 -1.01208
0.1441 1.44785 1.47892 0.43788 -1.00997
0.1442 1.44583 1.47712 0.437965 -1.00786
0.1443 1.44381 1.47532 0.43805 -1.00576
0.1444 1.44179 1.47353 0.438134 -1.00366
0.1445 1.43978 1.47173 0.438217 -1.00156
0.1446 1.43777 1.46995 0.4383 -0.999469
0.1447 1.43576 1.46816 0.438383 -0.997381
0.1448 1.43376 1.46638 0.438464 -0.995297
0.1449 1.43176 1.4646 0.438545 -0.993216
0.145 1.42977 1.46282 0.438626 -0.99114
0.1451 1.42777 1.46104 0.438705 -0.989067
0.1452 1.42578 1.45927 0.438785 -0.986998
0.1453 1.4238 1.4575 0.438863 -0.984934
0.1454 1.42181 1.45574 0.438941 -0.982873
0.1455 1.41983 1.45397 0.439018 -0.980816
0.1456 1.41786 1.45221 0.439095 -0.978763
0.1457 1.41588 1.45045 0.439171 -0.976714
0.1458 1.41391 1.4487 0.439246 -0.974668
0.1459 1.41195 1.44694 0.439321 -0.972627
0.146 1.40998 1.44519 0.439396 -0.970589
0.1461 1.40802 1.44344 0.439469 -0.968556
0.1462 1.40607 1.4417 0.439542 -0.966526
0.1463 1.40411 1.43995 0.439615 -0.9645
0.1464 1.40216 1.43821 0.439686 -0.962478
0.1465 1.40022 1.43648 0.439758 -0.960459
0.1466 1.39827 1.43474 0.439828 -0.958445
0.1467 1.39633 1.43301 0.439898 -0.956434
0.1468 1.39439 1.43128 0.439968 -0.954427
0.1469 1.39246 1.42955 0.440036 -0.952424
0.147 1.39053 1.42783 0.440105 -0.950424
0.1471 1.3886 1.42611 0.440172 -0.948429
0.1472 1.38668 1.42439 0.440239 -0.946437
0.1473 1.38475 1.42267 0.440306 -0.944449
0.1474 1.38284 1.42096 0.440372 -0.942464
0.1475 1.38092 1.41924 0.440437 -0.940483
0.1476 1.37901 1.41754 0.440501 -0.938506
0.1477 1.3771 1.41583 0.440566 -0.936533
0.1478 1.37519 1.41412 0.440629 -0.934564
0.1479 1.37329 1.41242 0.440692 -0.932598
0.148 1.37139 1.41072 0.440754 -0.930636
0.1481 1.36949 1.40903 0.440816 -0.928677
0.1482 1.3676 1.40733 0.440877 -0.926722
0.1483 1.36571 1.40564 0.440938 -0.924771
0.1484 1.36382 1.40395 0.440998 -0.922824
0.1485 1.36194 1.40227 0.441058 -0.92088
0.1486 1.36006 1.40059 0.441117 -0.91894
0.1487 1.35818 1.3989 0.441175 -0.917003
0.1488 1.3563 1.39723 0.441233 -0.91507
0.1489 1.35443 1.39555 0.44129 -0.913141
0.149 1.35256 1.39388 0.441347 -0.911215
0.1491 1.3507 1.3922 0.441403 -0.909293
0.1492 1.34883 1.39054 0.441458 -0.907374
0.1493 1.34697 1.38887 0.441513 -0.905459
0.1494 1.34512 1.38721 0.441568 -0.903548
0.1495 1.34326 1.38555 0.441622 -0.90164
0.1496 1.34141 1.38389 0.441675 -0.899736
0.1497 1.33956 1.38223 0.441728 -0.897835
0.1498 1.33772 1.38058 0.44178 -0.895938
0.1499 1.33588 1.37893 0.441832 -0.894044
0.15 1.33404 1.37728 0.441883 -0.892154
0.1501 1.3322 1.37563 0.441933 -0.890268
0.1502 1.33037 1.37399 0.441983 -0.888385
0.1503 1.32854 1.37234 0.442033 -0.886505
0.1504 1.32671 1.37071 0.442082 -0.884629
0.1505 1.32489 1.36907 0.44213 -0.882757
0.1506 1.32307 1.36743 0.442178 -0.880888
0.1507 1.32125 1.3658 0.442225 -0.879022
0.1508 1.31943 1.36417 0.442272 -0.87716
0.1509 1.31762 1.36255 0.442318 -0.875301
0.151 1.31581 1.36092 0.442364 -0.873446
0.1511 1.314 1.3593 0.442409 -0.871594
0.1512 1.3122 1.35768 0.442454 -0.869746
0.1513 1.3104 1.35606 0.442498 -0.867901
0.1514 1.3086 1.35445 0.442542 -0.866059
0.1515 1.30681 1.35283 0.442585 -0.864221
0.1516 1.30501 1.35122 0.442627 -0.862387
0.1517 1.30322 1.34962 0.442669 -0.860555
0.1518 1.30144 1.34801 0.442711 -0.858728
0.1519 1.29965 1.34641 0.442752 -0.856903
0.152 1.29787 1.34481 0.442792 -0.855082
0.1521 1.2961 1.34321 0.442832 -0.853264
0.1522 1.29432 1.34161 0.442872 -0.85145
0.1523 1.29255 1.34002 0.442911 -0.849639
0.1524 1.29078 1.33843 0.442949 -0.847831
0.1525 1.28901 1.33684 0.442987 -0.846027
0.1526 1.28725 1.33525 0.443024 -0.844226
0.1527 1.28549 1.33367 0.443061 -0.842428
0.1528 1.28373 1.33208 0.443097 -0.840634
0.1529 1.28198 1.3305 0.443133 -0.838843
0.153 1.28022 1.32893 0.443169 -0.837055
0.1531 1.27847 1.32735 0.443203 -0.835271
0.1532 1.27673 1.32578 0.443238 -0.83349
0.1533 1.27498 1.32421 0.443272 -0.831712
0.1534 1.27324 1.32264 0.443305 -0.829937
0.1535 1.2715 1.32107 0.443338 -0.828166
0.1536 1.26977 1.31951 0.44337 -0.826398
0.1537 1.26804 1.31795 0.443402 -0.824633
0.1538 1.2663 1.31639 0.443433 -0.822872
0.1539 1.26458 1.31483 0.443464 -0.821113
0.154 1.26285 1.31328 0.443494 -0.819358
0.1541 1.26113 1.31172 0.443524 -0.817606
0.1542 1.25941 1.31017 0.443554 -0.815858
0.1543 1.25769 1.30862 0.443583 -0.814112
0.1544 1.25598 1.30708 0.443611 -0.81237
0.1545 1.25427 1.30554 0.443639 -0.810631
0.1546 1.25256 1.30399 0.443666 -0.808895
0.1547 1.25086 1.30246 0.443693 -0.807163
0.1548 1.24915 1.30092 0.44372 -0.805433
0.1549 1.24745 1.29938 0.443746 -0.803707
0.155 1.24576 1.29785 0.443771 -0.801984
0.1551 1.24406 1.29632 0.443796 -0.800264
0.1552 1.24237 1.29479 0.443821 -0.798547
0.1553 1.24068 1.29327 0.443845 -0.796834
0.1554 1.23899 1.29174 0.443868 -0.795123
0.1555 1.23731 1.29022 0.443891 -0.793416
0.1556 1.23563 1.2887 0.443914 -0.791712
0.1557 1.23395 1.28719 0.443936 -0.790011
0.1558 1.23227 1.28567 0.443958 -0.788313
0.1559 1.2306 1.28416 0.443979 -0.786618
0.156 1.22893 1.28265 0.444 -0.784926
0.1561 1.22726 1.28114 0.44402 -0.783237
0.1562 1.22559 1.27964 0.44404 -0.781552
0.1563 1.22393 1.27813 0.444059 -0.779869
0.1564 1.22227 1.27663 0.444078 -0.77819
0.1565 1.22061 1.27513 0.444097 -0.776513
0.1566 1.21895 1.27363 0.444115 -0.77484
0.1567 1.2173 1.27214 0.444132 -0.77317
0.1568 1.21565 1.27065 0.444149 -0.771502
0.1569 1.214 1.26915 0.444166 -0.769838
0.157 1.21236 1.26767 0.444182 -0.768177
0.1571 1.21072 1.26618 0.444198 -0.766519
0.1572 1.20908 1.26469 0.444213 -0.764864
0.1573 1.20744 1.26321 0.444228 -0.763212
0.1574 1.2058 1.26173 0.444242 -0.761563
0.1575 1.20417 1.26025 0.444256 -0.759916
0.1576 1.20254 1.25878 0.444269 -0.758273
0.1577 1.20092 1.2573 0.444282 -0.756633
0.1578 1.19929 1.25583 0.444295 -0.754996
0.1579 1.19767 1.25436 0.444307 -0.753362
0.158 1.19605 1.25289 0.444319 -0.751731
0.1581 1.19443 1.25143 0.44433 -0.750103
0.1582 1.19282 1.24997 0.444341 -0.748477
0.1583 1.19121 1.2485 0.444351 -0.746855
0.1584 1.1896 1.24705 0.444361 -0.745236
0.1585 1.18799 1.24559 0.44437 -0.743619
0.1586 1.18639 1.24413 0.444379 -0.742006
0.1587 1.18478 1.24268 0.444388 -0.740395
0.1588 1.18318 1.24123 0.444396 -0.738788
0.1589 1.18159 1.23978 0.444404 -0.737183
0.159 1.17999 1.23833 0.444411 -0.735581
0.1591 1.1784 1.23689 0.444418 -0.733982
0.1592 1.17681 1.23545 0.444424 -0.732386
0.1593 1.17522 1.23401 0.44443 -0.730793
0.1594 1.17364 1.23257 0.444436 -0.729203
0.1595 1.17206 1.23113 0.444441 -0.727616
0.1596 1.17048 1.2297 0.444445 -0.726031
0.1597 1.1689 1.22826 0.44445 -0.72445
0.1598 1.16732 1.22683 0.444453 -0.722871
0.1599 1.16575 1.2254 0.444457 -0.721295
0.16 1.16418 1.22398 0.44446 -0.719722
0.1601 1.16261 1.22255 0.444462 -0.718152
0.1602 1.16105 1.22113 0.444465 -0.716585
0.1603 1.15949 1.21971 0.444466 -0.71502
0.1604 1.15793 1.21829 0.444468 -0.713458
0.1605 1.15637 1.21688 0.444469 -0.711899
0.1606 1.15481 1.21546 0.444469 -0.710343
0.1607 1.15326 1.21405 0.444469 -0.70879
0.1608 1.15171 1.21264 0.444469 -0.70724
0.1609 1.15016 1.21123 0.444468 -0.705692
0.161 1.14861 1.20982 0.444467 -0.704147
0.1611 1.14707 1.20842 0.444465 -0.702605
0.1612 1.14553 1.20702 0.444463 -0.701066
0.1613 1.14399 1.20562 0.444461 -0.699529
0.1614 1.14245 1.20422 0.444458 -0.697996
0.1615 1.14092 1.20282 0.444455 -0.696465
0.1616 1.13939 1.20143 0.444451 -0.694936
0.1617 1.13786 1.20003 0.444447 -0.693411
0.1618 1.13633 1.19864 0.444443 -0.691888
0.1619 1.13481 1.19725 0.444438 -0.690368
0.162 1.13328 1.19587 0.444433 -0.688851
0.1621 1.13176 1.19448 0.444427 -0.687336
0.1622 1.13025 1.1931 0.444421 -0.685825
0.1623 1.12873 1.19172 0.444415 -0.684315
0.1624 1.12722 1.19034 0.444408 -0.682809
0.1625 1.12571 1.18896 0.444401 -0.681305
0.1626 1.1242 1.18759 0.444393 -0.679804
0.1627 1.12269 1.18621 0.444385 -0.678306
0.1628 1.12119 1.18484 0.444377 -0.67681
0.1629 1.11969 1.18347 0.444368 -0.675318
0.163 1.11819 1.18211 0.444359 -0.673827
0.1631 1.11669 1.18074 0.444349 -0.67234
0.1632 1.11519 1.17938 0.444339 -0.670855
0.1633 1.1137 1.17802 0.444329 -0.669373
0.1634 1.11221 1.17666 0.444318 -0.667893
0.1635 1.11072 1.1753 0.444307 -0.666416
0.1636 1.10924 1.17394 0.444295 -0.664942
0.1637 1.10775 1.17259 0.444284 -0.66347
0.1638 1.10627 1.17124 0.444271 -0.662001
0.1639 1.10479 1.16989 0.444259 -0.660535
0.164 1.10332 1.16854 0.444246 -0.659071
0.1641 1.10184 1.16719 0.444232 -0.65761
0.1642 1.10037 1.16585 0.444218 -0.656151
0.1643 1.0989 1.1645 0.444204 -0.654696
0.1644 1.09743 1.16316 0.44419 -0.653242
0.1645 1.09597 1.16182 0.444175 -0.651792
0.1646 1.0945 1.16048 0.44416 -0.650343
0.1647 1.09304 1.15915 0.444144 -0.648898
0.1648 1.09158 1.15782 0.444128 -0.647455
0.1649 1.09013 1.15648 0.444111 -0.646015
0.165 1.08867 1.15515 0.444095 -0.644577
0.1651 1.08722 1.15383 0.444077 -0.643141
0.1652 1.08577 1.1525 0.44406 -0.641709
0.1653 1.08432 1.15118 0.444042 -0.640279
0.1654 1.08287 1.14985 0.444024 -0.638851
0.1655 1.08143 1.14853 0.444005 -0.637426
0.1656 1.07999 1.14721 0.443986 -0.636004
0.1657 1.07855 1.1459 0.443967 -0.634584
0.1658 1.07711 1.14458 0.443947 -0.633166
0.1659 1.07568 1.14327 0.443927 -0.631751
0.166 1.07425 1.14196 0.443907 -0.630339
0.1661 1.07281 1.14065 0.443886 -0.628929
0.1662 1.07139 1.13934 0.443865 -0.627522
0.1663 1.06996 1.13803 0.443843 -0.626117
0.1664 1.06854 1.13673 0.443821 -0.624715
0.1665 1.06711 1.13542 0.443799 -0.623315
0.1666 1.06569 1.13412 0.443776 -0.621917
0.1667 1.06428 1.13282 0.443753 -0.620523
0.1668 1.06286 1.13153 0.44373 -0.61913
0.1669 1.06145 1.13023 0.443706 -0.61774
0.167 1.06004 1.12894 0.443682 -0.616353
0.1671 1.05863 1.12765 0.443658 -0.614968
0.1672 1.05722 1.12636 0.443633 -0.613585
0.1673 1.05581 1.12507 0.443608 -0.612205
0.1674 1.05441 1.12378 0.443583 -0.610828
0.1675 1.05301 1.1225 0.443557 -0.609452
0.1676 1.05161 1.12121 0.443531 -0.60808
0.1677 1.05021 1.11993 0.443504 -0.606709
0.1678 1.04882 1.11865 0.443478 -0.605341
0.1679 1.04743 1.11737 0.44345 -0.603976
0.168 1.04604 1.1161 0.443423 -0.602613
0.1681 1.04465 1.11482 0.443395 -0.601252
0.1682 1.04326 1.11355 0.443367 -0.599894
0.1683 1.04188 1.11228 0.443338 -0.598538
0.1684 1.04049 1.11101 0.443309 -0.597185
0.1685 1.03911 1.10974 0.44328 -0.595834
0.1686 1.03774 1.10848 0.443251 -0.594485
0.1687 1.03636 1.10721 0.443221 -0.593139
0.1688 1.03499 1.10595 0.443191 -0.591795
0.1689 1.03361 1.10469 0.44316 -0.590454
0.169 1.03224 1.10343 0.443129 -0.589115
0.1691 1.03088 1.10218 0.443098 -0.587778
0.1692 1.02951 1.10092 0.443066 -0.586444
0.1693 1.02815 1.09967 0.443034 -0.585112
0.1694 1.02678 1.09842 0.443002 -0.583782
0.1695 1.02542 1.09717 0.44297 -0.582455
0.1696 1.02407 1.09592 0.442937 -0.58113
0.1697 1.02271 1.09467 0.442904 -0.579807
0.1698 1.02136 1.09342 0.44287 -0.578487
0.1699 1.02001 1.09218 0.442836 -0.577169
0.17 1.01866 1.09094 0.442802 -0.575854
0.1701 1.01731 1.0897 0.442767 -0.57454
0.1702 1.01596 1.08846 0.442733 -0.573229
0.1703 1.01462 1.08722 0.442697 -0.571921
0.1704 1.01328 1.08599 0.442662 -0.570614
0.1705 1.01194 1.08476 0.442626 -0.56931
0.1706 1.0106 1.08352 0.44259 -0.568009
0.1707 1.00926 1.08229 0.442553 -0.566709
0.1708 1.00793 1.08107 0.442517 -0.565412
0.1709 1.0066 1.07984 0.442479 -0.564117
0.171 1.00527 1.07861 0.442442 -0.562824
0.1711 1.00394 1.07739 0.442404 -0.561534
0.1712 1.00261 1.07617 0.442366 -0.560246
0.1713 1.00129 1.07495 0.442328 -0.55896
0.1714 0.999966 1.07373 0.442289 -0.557677
0.1715 0.998646 1.07251 0.44225 -0.556396
0.1716 0.997327 1.0713 0.442211 -0.555117
0.1717 0.996011 1.07009 0.442171 -0.55384
0.1718 0.994697 1.06887 0.442131 -0.552565
0.1719 0.993384 1.06766 0.442091 -0.551293
0.172 0.992073 1.06646 0.44205 -0.550023
0.1721 0.990765 1.06525 0.442009 -0.548755
0.1722 0.989458 1.06404 0.441968 -0.54749
0.1723 0.988153 1.06284 0.441927 -0.546226
0.1724 0.98685 1.06164 0.441885 -0.544965
0.1725 0.985549 1.06044 0.441843 -0.543706
0.1726 0.98425 1.05924 0.4418 -0.54245
0.1727 0.982953 1.05804 0.441758 -0.541195
0.1728 0.981657 1.05685 0.441715 -0.539943
0.1729 0.980364 1.05565 0.441671 -0.538693
0.173 0.979072 1.05446 0.441628 -0.537445
0.1731 0.977783 1.05327 0.441584 -0.536199
0.1732 0.976495 1.05208 0.441539 -0.534956
0.1733 0.975209 1.05089 0.441495 -0.533714
0.1734 0.973925 1.04971 0.44145 -0.532475
0.1735 0.972643 1.04852 0.441405 -0.531238
0.1736 0.971363 1.04734 0.441359 -0.530003
0.1737 0.970084 1.04616 0.441314 -0.528771
0.1738 0.968808 1.04498 0.441268 -0.52754
0.1739 0.967533 1.0438 0.441221 -0.526312
0.174 0.96626 1.04262 0.441175 -0.525086
0.1741 0.964989 1.04145 0.441128 -0.523862
0.1742 0.96372 1.04028 0.44108 -0.52264
0.1743 0.962453 1.0391 0.441033 -0.52142
0.1744 0.961187 1.03793 0.440985 -0.520202
0.1745 0.959924 1.03676 0.440937 -0.518987
0.1746 0.958662 1.0356 0.440888 -0.517774
0.1747 0.957402 1.03443 0.44084 -0.516562
0.1748 0.956144 1.03327 0.440791 -0.515353
0.1749 0.954888 1.03211 0.440742 -0.514146
0.175 0.953633 1.03094 0.440692 -0.512941
0.1751 0.952381 1.02979 0.440642 -0.511739
0.1752 0.95113 1.02863 0.440592 -0.510538
0.1753 0.949881 1.02747 0.440542 -0.509339
0.1754 0.948634 1.02632 0.440491 -0.508143
0.1755 0.947388 1.02516 0.44044 -0.506948
0.1756 0.946145 1.02401 0.440389 -0.505756
0.1757 0.944903 1.02286 0.440337 -0.504566
0.1758 0.943663 1.02171 0.440285 -0.503378
0.1759 0.942425 1.02057 0.440233 -0.502192
0.176 0.941188 1.01942 0.440181 -0.501008
0.1761 0.939953 1.01828 0.440128 -0.499826
0.1762 0.938721 1.01713 0.440075 -0.498646
0.1763 0.93749 1.01599 0.440022 -0.497468
0.1764 0.93626 1.01485 0.439968 -0.496292
0.1765 0.935033 1.01372 0.439914 -0.495118
0.1766 0.933807 1.01258 0.43986 -0.493947
0.1767 0.932583 1.01145 0.439806 -0.492777
0.1768 0.931361 1.01031 0.439751 -0.491609
0.1769 0.93014 1.00918 0.439696 -0.490444
0.177 0.928921 1.00805 0.439641 -0.48928
0.1771 0.927705 1.00692 0.439586 -0.488119
0.1772 0.926489 1.00579 0.43953 -0.486959
0.1773 0.925276 1.00467 0.439474 -0.485802
0.1774 0.924064 1.00354 0.439418 -0.484646
0.1775 0.922854 1.00242 0.439361 -0.483493
0.1776 0.921646 1.0013 0.439304 -0.482342
0.1777 0.920439 1.00018 0.439247 -0.481192
0.1778 0.919235 0.99906 0.43919 -0.480045
0.1779 0.918032 0.997943 0.439132 -0.478899
0.178 0.91683 0.996827 0.439074 -0.477756
0.1781 0.915631 0.995713 0.439016 -0.476614
0.1782 0.914433 0.994601 0.438958 -0.475475
0.1783 0.913237 0.99349 0.438899 -0.474338
0.1784 0.912042 0.99238 0.43884 -0.473202
0.1785 0.910849 0.991272 0.438781 -0.472069
0.1786 0.909658 0.990165 0.438721 -0.470937
0.1787 0.908469 0.98906 0.438662 -0.469807
0.1788 0.907281 0.987956 0.438601 -0.46868
0.1789 0.906095 0.986854 0.438541 -0.467554
0.179 0.904911 0.985753 0.438481 -0.46643
0.1791 0.903728 0.984653 0.43842 -0.465309
0.1792 0.902548 0.983555 0.438359 -0.464189
0.1793 0.901368 0.982459 0.438297 -0.463071
0.1794 0.900191 0.981363 0.438236 -0.461955
0.1795 0.899015 0.98027 0.438174 -0.460841
0.1796 0.897841 0.979177 0.438112 -0.459729
0.1797 0.896668 0.978087 0.43805 -0.458619
0.1798 0.895498 0.976997 0.437987 -0.457511
0.1799 0.894328 0.975909 0.437924 -0.456404
0.18 0.893161 0.974823 0.437861 -0.4553
0.1801 0.891995 0.973737 0.437798 -0.454198
0.1802 0.890831 0.972654 0.437734 -0.453097
0.1803 0.889669 0.971571 0.43767 -0.451998
0.1804 0.888508 0.970491 0.437606 -0.450902
0.1805 0.887348 0.969411 0.437542 -0.449807
0.1806 0.886191 0.968333 0.437477 -0.448714
0.1807 0.885035 0.967256 0.437412 -0.447623
0.1808 0.883881 0.966181 0.437347 -0.446534
0.1809 0.882728 0.965107 0.437282 -0.445447
0.181 0.881577 0.964035 0.437216 -0.444361
0.1811 0.880428 0.962964 0.43715 -0.443278
0.1812 0.87928 0.961894 0.437084 -0.442196
0.1813 0.878134 0.960826 0.437018 -0.441116
0.1814 0.876989 0.959759 0.436951 -0.440038
0.1815 0.875846 0.958694 0.436884 -0.438962
0.1816 0.874705 0.95763 0.436817 -0.437888
0.1817 0.873566 0.956567 0.43675 -0.436816
0.1818 0.872428 0.955506 0.436682 -0.435746
0.1819 0.871291 0.954446 0.436614 -0.434677
0.182 0.870156 0.953387 0.436546 -0.43361
0.1821 0.869023 0.95233 0.436478 -0.432545
0.1822 0.867891 0.951275 0.436409 -0.431482
0.1823 0.866761 0.95022 0.43634 -0.430421
0.1824 0.865633 0.949167 0.436271 -0.429362
0.1825 0.864506 0.948116 0.436202 -0.428304
0.1826 0.863381 0.947065 0.436132 -0.427248
0.1827 0.862257 0.946016 0.436063 -0.426195
0.1828 0.861135 0.944969 0.435993 -0.425143
0.1829 0.860015 0.943923 0.435922 -0.424092
0.183 0.858896 0.942878 0.435852 -0.423044
0.1831 0.857778 0.941834 0.435781 -0.421997
0.1832 0.856663 0.940792 0.43571 -0.420952
0.1833 0.855548 0.939751 0.435639 -0.419909
0.1834 0.854436 0.938712 0.435568 -0.418868
0.1835 0.853325 0.937674 0.435496 -0.417829
0.1836 0.852215 0.936637 0.435424 -0.416791
0.1837 0.851107 0.935602 0.435352 -0.415755
0.1838 0.850001 0.934568 0.43528 -0.414721
0.1839 0.848896 0.933535 0.435207 -0.413689
0.184 0.847793 0.932504 0.435134 -0.412659
0.1841 0.846691 0.931474 0.435061 -0.41163
0.1842 0.845591 0.930445 0.434988 -0.410603
0.1843 0.844492 0.929418 0.434914 -0.409578
0.1844 0.843395 0.928392 0.434841 -0.408554
0.1845 0.842299 0.927367 0.434767 -0.407533
0.1846 0.841205 0.926344 0.434693 -0.406513
0.1847 0.840113 0.925321 0.434618 -0.405495
0.1848 0.839022 0.924301 0.434543 -0.404478
0.1849 0.837932 0.923281 0.434469 -0.403464
0.185 0.836844 0.922263 0.434394 -0.402451
0.1851 0.835758 0.921246 0.434318 -0.40144
0.1852 0.834673 0.920231 0.434243 -0.40043
0.1853 0.83359 0.919217 0.434167 -0.399423
0.1854 0.832508 0.918204 0.434091 -0.398417
0.1855 0.831428 0.917192 0.434015 -0.397413
0.1856 0.830349 0.916182 0.433938 -0.39641
0.1857 0.829271 0.915173 0.433862 -0.39541
0.1858 0.828195 0.914165 0.433785 -0.394411
0.1859 0.827121 0.913159 0.433708 -0.393413
0.186 0.826048 0.912154 0.43363 -0.392418
0.1861 0.824977 0.91115 0.433553 -0.391424
0.1862 0.823907 0.910148 0.433475 -0.390432
0.1863 0.822839 0.909147 0.433397 -0.389442
0.1864 0.821772 0.908147 0.433319 -0.388453
0.1865 0.820706 0.907148 0.43324 -0.387466
0.1866 0.819642 0.906151 0.433162 -0.386481
0.1867 0.81858 0.905155 0.433083 -0.385497
0.1868 0.817519 0.90416 0.433004 -0.384515
0.1869 0.816459 0.903166 0.432925 -0.383535
0.187 0.815401 0.902174 0.432845 -0.382556
0.1871 0.814345 0.901183 0.432766 -0.381579
0.1872 0.81329 0.900194 0.432686 -0.380604
0.1873 0.812236 0.899205 0.432605 -0.379631
0.1874 0.811184 0.898218 0.432525 -0.378659
0.1875 0.810133 0.897232 0.432445 -0.377689
0.1876 0.809084 0.896247 0.432364 -0.37672
0.1877 0.808036 0.895264 0.432283 -0.375753
0.1878 0.80699 0.894282 0.432202 -0.374788
0.1879 0.805945 0.893301 0.43212 -0.373825
0.188 0.804901 0.892322 0.432039 -0.372863
0.1881 0.803859 0.891343 0.431957 -0.371903
0.1882 0.802819 0.890366 0.431875 -0.370944
0.1883 0.80178 0.88939 0.431793 -0.369987
0.1884 0.800742 0.888416 0.43171 -0.369032
0.1885 0.799706 0.887442 0.431628 -0.368078
0.1886 0.798671 0.88647 0.431545 -0.367126
0.1887 0.797638 0.885499 0.431462 -0.366176
0.1888 0.796606 0.88453 0.431378 -0.365227
0.1889 0.795575 0.883561 0.431295 -0.36428
0.189 0.794546 0.882594 0.431211 -0.363335
0.1891 0.793518 0.881628 0.431128 -0.362391
0.1892 0.792492 0.880664 0.431043 -0.361448
0.1893 0.791467 0.8797 0.430959 -0.360508
0.1894 0.790444 0.878738 0.430875 -0.359569
0.1895 0.789421 0.877777 0.43079 -0.358631
0.1896 0.788401 0.876817 0.430705 -0.357696
0.1897 0.787382 0.875859 0.43062 -0.356761
0.1898 0.786364 0.874901 0.430535 -0.355829
0.1899 0.785347 0.873945 0.430449 -0.354898
0.19 0.784332 0.87299 0.430364 -0.353969
0.1901 0.783319 0.872037 0.430278 -0.353041
0.1902 0.782306 0.871084 0.430192 -0.352115
0.1903 0.781295 0.870133 0.430105 -0.35119
0.1904 0.780286 0.869183 0.430019 -0.350267
0.1905 0.779278 0.868234 0.429932 -0.349345
0.1906 0.778271 0.867286 0.429845 -0.348426
0.1907 0.777266 0.86634 0.429758 -0.347507
0.1908 0.776262 0.865395 0.429671 -0.346591
0.1909 0.775259 0.864451 0.429584 -0.345675
0.191 0.774258 0.863508 0.429496 -0.344762
0.1911 0.773258 0.862566 0.429408 -0.34385
0.1912 0.77226 0.861626 0.42932 -0.342939
0.1913 0.771263 0.860686 0.429232 -0.342031
0.1914 0.770267 0.859748 0.429144 -0.341123
0.1915 0.769272 0.858811 0.429055 -0.340217
0.1916 0.768279 0.857876 0.428966 -0.339313
0.1917 0.767288 0.856941 0.428877 -0.338411
0.1918 0.766298 0.856008 0.428788 -0.337509
0.1919 0.765309 0.855076 0.428699 -0.33661
0.192 0.764321 0.854145 0.428609 -0.335712
0.1921 0.763335 0.853215 0.428519 -0.334815
0.1922 0.76235 0.852286 0.428429 -0.33392
0.1923 0.761366 0.851359 0.428339 -0.333027
0.1924 0.760384 0.850433 0.428249 -0.332135
0.1925 0.759403 0.849507 0.428159 -0.331245
0.1926 0.758424 0.848584 0.428068 -0.330356
0.1927 0.757445 0.847661 0.427977 -0.329468
0.1928 0.756469 0.846739 0.427886 -0.328583
0.1929 0.755493 0.845819 0.427795 -0.327698
0.193 0.754519 0.844899 0.427703 -0.326815
0.1931 0.753546 0.843981 0.427612 -0.325934
0.1932 0.752574 0.843064 0.42752 -0.325054
0.1933 0.751604 0.842149 0.427428 -0.324176
0.1934 0.750635 0.841234 0.427336 -0.323299
0.1935 0.749668 0.840321 0.427243 -0.322424
0.1936 0.748701 0.839408 0.427151 -0.32155
0.1937 0.747736 0.838497 0.427058 -0.320678
0.1938 0.746773 0.837587 0.426965 -0.319807
0.1939 0.74581 0.836678 0.426872 -0.318938
0.194 0.744849 0.83577 0.426779 -0.31807
0.1941 0.743889 0.834864 0.426686 -0.317204
0.1942 0.742931 0.833958 0.426592 -0.316339
0.1943 0.741974 0.833054 0.426498 -0.315476
0.1944 0.741018 0.832151 0.426404 -0.314614
0.1945 0.740063 0.831249 0.42631 -0.313753
0.1946 0.73911 0.830348 0.426216 -0.312894
0.1947 0.738158 0.829448 0.426121 -0.312037
0.1948 0.737208 0.828549 0.426027 -0.311181
0.1949 0.736258 0.827652 0.425932 -0.310326
0.195 0.73531 0.826755 0.425837 -0.309473
0.1951 0.734363 0.82586 0.425742 -0.308622
0.1952 0.733418 0.824966 0.425646 -0.307771
0.1953 0.732473 0.824073 0.425551 -0.306923
0.1954 0.73153 0.823181 0.425455 -0.306075
0.1955 0.730589 0.82229 0.425359 -0.30523
0.1956 0.729648 0.8214 0.425263 -0.304385
