0 -nan -nan -nan -nan
0.5122 0.000340496 0.243436 -0.0142352 -0.0145757
0.5123 0.00034601 0.243569 -0.0143505 -0.0146965
0.5124 0.000351567 0.243702 -0.0144657 -0.0148172
0.5125 0.000357168 0.243834 -0.0145809 -0.014938
0.5126 0.000362811 0.243967 -0.014696 -0.0150588
0.5127 0.000368496 0.2441 -0.0148111 -0.0151796
0.5128 0.000374225 0.244233 -0.0149263 -0.0153005
0.5129 0.000379996 0.244366 -0.0150413 -0.0154213
0.513 0.00038581 0.244499 -0.0151564 -0.0155422
0.5131 0.000391666 0.244633 -0.0152715 -0.0156631
0.5132 0.000397565 0.244766 -0.0153865 -0.015784
0.5133 0.000403506 0.2449 -0.0155015 -0.015905
0.5134 0.00040949 0.245034 -0.0156164 -0.0160259
0.5135 0.000415517 0.245168 -0.0157314 -0.0161469
0.5136 0.000421586 0.245302 -0.0158463 -0.0162679
0.5137 0.000427697 0.245436 -0.0159612 -0.0163889
0.5138 0.00043385 0.24557 -0.0160761 -0.0165099
0.5139 0.000440047 0.245704 -0.0161909 -0.016631
0.514 0.000446285 0.245839 -0.0163058 -0.016752
0.5141 0.000452565 0.245973 -0.0164206 -0.0168731
0.5142 0.000458888 0.246108 -0.0165353 -0.0169942
0.5143 0.000465253 0.246243 -0.0166501 -0.0171154
0.5144 0.000471661 0.246377 -0.0167648 -0.0172365
0.5145 0.00047811 0.246512 -0.0168795 -0.0173577
0.5146 0.000484601 0.246648 -0.0169942 -0.0174788
0.5147 0.000491135 0.246783 -0.0171089 -0.0176
0.5148 0.00049771 0.246918 -0.0172235 -0.0177212
0.5149 0.000504328 0.247054 -0.0173382 -0.0178425
0.515 0.000510988 0.247189 -0.0174527 -0.0179637
0.5151 0.000517689 0.247325 -0.0175673 -0.018085
0.5152 0.000524433 0.247461 -0.0176819 -0.0182063
0.5153 0.000531218 0.247597 -0.0177964 -0.0183276
0.5154 0.000538045 0.247733 -0.0179109 -0.0184489
0.5155 0.000544914 0.247869 -0.0180253 -0.0185703
0.5156 0.000551825 0.248005 -0.0181398 -0.0186916
0.5157 0.000558777 0.248142 -0.0182542 -0.018813
0.5158 0.000565771 0.248278 -0.0183686 -0.0189344
0.5159 0.000572807 0.248415 -0.018483 -0.0190558
0.516 0.000579885 0.248552 -0.0185974 -0.0191773
0.5161 0.000587004 0.248688 -0.0187117 -0.0192987
0.5162 0.000594165 0.248825 -0.018826 -0.0194202
0.5163 0.000601367 0.248963 -0.0189403 -0.0195417
0.5164 0.000608611 0.2491 -0.0190546 -0.0196632
0.5165 0.000615896 0.249237 -0.0191688 -0.0197847
0.5166 0.000623223 0.249375 -0.019283 -0.0199062
0.5167 0.000630591 0.249512 -0.0193972 -0.0200278
0.5168 0.000638 0.24965 -0.0195114 -0.0201494
0.5169 0.000645451 0.249788 -0.0196255 -0.020271
0.517 0.000652943 0.249926 -0.0197396 -0.0203926
0.5171 0.000660477 0.250064 -0.0198537 -0.0205142
0.5172 0.000668051 0.250202 -0.0199678 -0.0206359
0.5173 0.000675667 0.25034 -0.0200819 -0.0207575
0.5174 0.000683324 0.250478 -0.0201959 -0.0208792
0.5175 0.000691023 0.250617 -0.0203099 -0.0210009
0.5176 0.000698762 0.250755 -0.0204239 -0.0211226
0.5177 0.000706543 0.250894 -0.0205378 -0.0212444
0.5178 0.000714364 0.251033 -0.0206517 -0.0213661
0.5179 0.000722227 0.251172 -0.0207657 -0.0214879
0.518 0.00073013 0.251311 -0.0208795 -0.0216097
0.5181 0.000738075 0.25145 -0.0209934 -0.0217315
0.5182 0.00074606 0.251589 -0.0211072 -0.0218533
0.5183 0.000754087 0.251729 -0.021221 -0.0219751
0.5184 0.000762154 0.251868 -0.0213348 -0.022097
0.5185 0.000770262 0.252008 -0.0214486 -0.0222189
0.5186 0.000778411 0.252148 -0.0215623 -0.0223408
0.5187 0.000786601 0.252288 -0.0216761 -0.0224627
0.5188 0.000794831 0.252428 -0.0217898 -0.0225846
0.5189 0.000803102 0.252568 -0.0219034 -0.0227065
0.519 0.000811414 0.252708 -0.0220171 -0.0228285
0.5191 0.000819766 0.252848 -0.0221307 -0.0229505
0.5192 0.000828159 0.252989 -0.0222443 -0.0230725
0.5193 0.000836593 0.253129 -0.0223579 -0.0231945
0.5194 0.000845067 0.25327 -0.0224714 -0.0233165
0.5195 0.000853582 0.253411 -0.022585 -0.0234385
0.5196 0.000862137 0.253552 -0.0226985 -0.0235606
0.5197 0.000870732 0.253693 -0.022812 -0.0236827
0.5198 0.000879368 0.253834 -0.0229254 -0.0238048
0.5199 0.000888045 0.253975 -0.0230389 -0.0239269
0.52 0.000896762 0.254116 -0.0231523 -0.024049
0.5201 0.000905519 0.254258 -0.0232657 -0.0241712
0.5202 0.000914316 0.2544 -0.023379 -0.0242933
0.5203 0.000923154 0.254541 -0.0234924 -0.0244155
0.5204 0.000932032 0.254683 -0.0236057 -0.0245377
0.5205 0.00094095 0.254825 -0.023719 -0.0246599
0.5206 0.000949908 0.254967 -0.0238322 -0.0247822
0.5207 0.000958906 0.255109 -0.0239455 -0.0249044
0.5208 0.000967945 0.255252 -0.0240587 -0.0250267
0.5209 0.000977023 0.255394 -0.0241719 -0.0251489
0.521 0.000986142 0.255536 -0.0242851 -0.0252712
0.5211 0.0009953 0.255679 -0.0243982 -0.0253935
0.5212 0.0010045 0.255822 -0.0245114 -0.0255159
0.5213 0.00101374 0.255965 -0.0246245 -0.0256382
0.5214 0.00102302 0.256108 -0.0247376 -0.0257606
0.5215 0.00103233 0.256251 -0.0248506 -0.025883
0.5216 0.00104169 0.256394 -0.0249637 -0.0260053
0.5217 0.00105109 0.256537 -0.0250767 -0.0261278
0.5218 0.00106053 0.256681 -0.0251897 -0.0262502
0.5219 0.00107001 0.256824 -0.0253026 -0.0263726
0.522 0.00107952 0.256968 -0.0254156 -0.0264951
0.5221 0.00108908 0.257112 -0.0255285 -0.0266176
0.5222 0.00109868 0.257256 -0.0256414 -0.02674
0.5223 0.00110831 0.2574 -0.0257542 -0.0268625
0.5224 0.00111799 0.257544 -0.0258671 -0.0269851
0.5225 0.0011277 0.257688 -0.0259799 -0.0271076
0.5226 0.00113746 0.257832 -0.0260927 -0.0272302
0.5227 0.00114725 0.257977 -0.0262055 -0.0273527
0.5228 0.00115709 0.258121 -0.0263182 -0.0274753
0.5229 0.00116696 0.258266 -0.026431 -0.0275979
0.523 0.00117687 0.258411 -0.0265437 -0.0277205
0.5231 0.00118683 0.258556 -0.0266563 -0.0278432
0.5232 0.00119682 0.258701 -0.026769 -0.0279658
0.5233 0.00120685 0.258846 -0.0268816 -0.0280885
0.5234 0.00121692 0.258991 -0.0269942 -0.0282112
0.5235 0.00122703 0.259137 -0.0271068 -0.0283339
0.5236 0.00123718 0.259282 -0.0272194 -0.0284566
0.5237 0.00124736 0.259428 -0.0273319 -0.0285793
0.5238 0.00125759 0.259574 -0.0274445 -0.028702
0.5239 0.00126786 0.25972 -0.0275569 -0.0288248
0.524 0.00127816 0.259866 -0.0276694 -0.0289476
0.5241 0.00128851 0.260012 -0.0277819 -0.0290704
0.5242 0.00129889 0.260158 -0.0278943 -0.0291932
0.5243 0.00130931 0.260304 -0.0280067 -0.029316
0.5244 0.00131977 0.260451 -0.0281191 -0.0294388
0.5245 0.00133028 0.260597 -0.0282314 -0.0295617
0.5246 0.00134081 0.260744 -0.0283437 -0.0296845
0.5247 0.00135139 0.260891 -0.028456 -0.0298074
0.5248 0.00136201 0.261037 -0.0285683 -0.0299303
0.5249 0.00137267 0.261184 -0.0286806 -0.0300532
0.525 0.00138336 0.261332 -0.0287928 -0.0301762
0.5251 0.00139409 0.261479 -0.028905 -0.0302991
0.5252 0.00140487 0.261626 -0.0290172 -0.0304221
0.5253 0.00141568 0.261774 -0.0291294 -0.030545
0.5254 0.00142653 0.261921 -0.0292415 -0.030668
0.5255 0.00143742 0.262069 -0.0293536 -0.030791
0.5256 0.00144834 0.262217 -0.0294657 -0.030914
0.5257 0.00145931 0.262365 -0.0295778 -0.0310371
0.5258 0.00147031 0.262513 -0.0296898 -0.0311601
0.5259 0.00148135 0.262661 -0.0298018 -0.0312832
0.526 0.00149244 0.262809 -0.0299138 -0.0314063
0.5261 0.00150356 0.262957 -0.0300258 -0.0315294
0.5262 0.00151471 0.263106 -0.0301378 -0.0316525
0.5263 0.00152591 0.263254 -0.0302497 -0.0317756
0.5264 0.00153714 0.263403 -0.0303616 -0.0318987
0.5265 0.00154842 0.263552 -0.0304735 -0.0320219
0.5266 0.00155973 0.263701 -0.0305853 -0.0321451
0.5267 0.00157108 0.26385 -0.0306972 -0.0322682
0.5268 0.00158247 0.263999 -0.030809 -0.0323914
0.5269 0.00159389 0.264149 -0.0309207 -0.0325146
0.527 0.00160536 0.264298 -0.0310325 -0.0326379
0.5271 0.00161686 0.264447 -0.0311442 -0.0327611
0.5272 0.0016284 0.264597 -0.031256 -0.0328844
0.5273 0.00163998 0.264747 -0.0313677 -0.0330076
0.5274 0.0016516 0.264897 -0.0314793 -0.0331309
0.5275 0.00166325 0.265047 -0.031591 -0.0332542
0.5276 0.00167495 0.265197 -0.0317026 -0.0333775
0.5277 0.00168668 0.265347 -0.0318142 -0.0335009
0.5278 0.00169845 0.265497 -0.0319258 -0.0336242
0.5279 0.00171025 0.265648 -0.0320373 -0.0337476
0.528 0.0017221 0.265798 -0.0321488 -0.0338709
0.5281 0.00173398 0.265949 -0.0322603 -0.0339943
0.5282 0.0017459 0.2661 -0.0323718 -0.0341177
0.5283 0.00175786 0.266251 -0.0324833 -0.0342411
0.5284 0.00176986 0.266402 -0.0325947 -0.0343646
0.5285 0.00178189 0.266553 -0.0327061 -0.034488
0.5286 0.00179396 0.266704 -0.0328175 -0.0346114
0.5287 0.00180607 0.266855 -0.0329288 -0.0347349
0.5288 0.00181822 0.267007 -0.0330402 -0.0348584
0.5289 0.0018304 0.267158 -0.0331515 -0.0349819
0.529 0.00184262 0.26731 -0.0332628 -0.0351054
0.5291 0.00185488 0.267462 -0.0333741 -0.0352289
0.5292 0.00186718 0.267614 -0.0334853 -0.0353525
0.5293 0.00187952 0.267766 -0.0335965 -0.035476
0.5294 0.00189189 0.267918 -0.0337077 -0.0355996
0.5295 0.0019043 0.26807 -0.0338189 -0.0357232
0.5296 0.00191675 0.268223 -0.03393 -0.0358468
0.5297 0.00192923 0.268375 -0.0340412 -0.0359704
0.5298 0.00194175 0.268528 -0.0341523 -0.036094
0.5299 0.00195431 0.268681 -0.0342633 -0.0362177
0.53 0.00196691 0.268833 -0.0343744 -0.0363413
0.5301 0.00197954 0.268986 -0.0344854 -0.036465
0.5302 0.00199222 0.269139 -0.0345964 -0.0365886
0.5303 0.00200492 0.269293 -0.0347074 -0.0367123
0.5304 0.00201767 0.269446 -0.0348184 -0.036836
0.5305 0.00203045 0.269599 -0.0349293 -0.0369598
0.5306 0.00204327 0.269753 -0.0350402 -0.0370835
0.5307 0.00205613 0.269907 -0.0351511 -0.0372072
0.5308 0.00206903 0.27006 -0.035262 -0.037331
0.5309 0.00208196 0.270214 -0.0353728 -0.0374548
0.531 0.00209493 0.270368 -0.0354836 -0.0375786
0.5311 0.00210793 0.270522 -0.0355944 -0.0377024
0.5312 0.00212097 0.270676 -0.0357052 -0.0378262
0.5313 0.00213405 0.270831 -0.035816 -0.03795
0.5314 0.00214717 0.270985 -0.0359267 -0.0380739
0.5315 0.00216032 0.27114 -0.0360374 -0.0381977
0.5316 0.00217351 0.271294 -0.0361481 -0.0383216
0.5317 0.00218674 0.271449 -0.0362587 -0.0384455
0.5318 0.0022 0.271604 -0.0363693 -0.0385693
0.5319 0.0022133 0.271759 -0.03648 -0.0386933
0.532 0.00222664 0.271914 -0.0365905 -0.0388172
0.5321 0.00224001 0.272069 -0.0367011 -0.0389411
0.5322 0.00225342 0.272225 -0.0368116 -0.0390651
0.5323 0.00226687 0.27238 -0.0369221 -0.039189
0.5324 0.00228036 0.272536 -0.0370326 -0.039313
0.5325 0.00229388 0.272692 -0.0371431 -0.039437
0.5326 0.00230743 0.272847 -0.0372535 -0.039561
0.5327 0.00232103 0.273003 -0.037364 -0.039685
0.5328 0.00233466 0.273159 -0.0374744 -0.039809
0.5329 0.00234832 0.273316 -0.0375847 -0.0399331
0.533 0.00236203 0.273472 -0.0376951 -0.0400571
0.5331 0.00237577 0.273628 -0.0378054 -0.0401812
0.5332 0.00238954 0.273785 -0.0379157 -0.0403052
0.5333 0.00240335 0.273941 -0.038026 -0.0404293
0.5334 0.0024172 0.274098 -0.0381362 -0.0405534
0.5335 0.00243109 0.274255 -0.0382465 -0.0406775
0.5336 0.00244501 0.274412 -0.0383567 -0.0408017
0.5337 0.00245897 0.274569 -0.0384668 -0.0409258
0.5338 0.00247296 0.274726 -0.038577 -0.04105
0.5339 0.00248699 0.274883 -0.0386871 -0.0411741
0.534 0.00250106 0.275041 -0.0387973 -0.0412983
0.5341 0.00251516 0.275198 -0.0389073 -0.0414225
0.5342 0.0025293 0.275356 -0.0390174 -0.0415467
0.5343 0.00254347 0.275514 -0.0391275 -0.0416709
0.5344 0.00255768 0.275672 -0.0392375 -0.0417952
0.5345 0.00257193 0.27583 -0.0393475 -0.0419194
0.5346 0.00258621 0.275988 -0.0394574 -0.0420436
0.5347 0.00260053 0.276146 -0.0395674 -0.0421679
0.5348 0.00261488 0.276304 -0.0396773 -0.0422922
0.5349 0.00262927 0.276463 -0.0397872 -0.0424165
0.535 0.0026437 0.276621 -0.0398971 -0.0425408
0.5351 0.00265816 0.27678 -0.0400069 -0.0426651
0.5352 0.00267266 0.276939 -0.0401168 -0.0427894
0.5353 0.0026872 0.277097 -0.0402266 -0.0429138
0.5354 0.00270177 0.277256 -0.0403364 -0.0430381
0.5355 0.00271637 0.277416 -0.0404461 -0.0431625
0.5356 0.00273101 0.277575 -0.0405559 -0.0432869
0.5357 0.00274569 0.277734 -0.0406656 -0.0434113
0.5358 0.0027604 0.277894 -0.0407753 -0.0435357
0.5359 0.00277515 0.278053 -0.0408849 -0.0436601
0.536 0.00278993 0.278213 -0.0409946 -0.0437845
0.5361 0.00280475 0.278373 -0.0411042 -0.0439089
0.5362 0.00281961 0.278533 -0.0412138 -0.0440334
0.5363 0.0028345 0.278693 -0.0413233 -0.0441578
0.5364 0.00284942 0.278853 -0.0414329 -0.0442823
0.5365 0.00286439 0.279013 -0.0415424 -0.0444068
0.5366 0.00287938 0.279173 -0.0416519 -0.0445313
0.5367 0.00289441 0.279334 -0.0417614 -0.0446558
0.5368 0.00290948 0.279495 -0.0418708 -0.0447803
0.5369 0.00292459 0.279655 -0.0419803 -0.0449049
0.537 0.00293972 0.279816 -0.0420897 -0.0450294
0.5371 0.0029549 0.279977 -0.0421991 -0.045154
0.5372 0.00297011 0.280138 -0.0423084 -0.0452785
0.5373 0.00298535 0.280299 -0.0424178 -0.0454031
0.5374 0.00300063 0.280461 -0.0425271 -0.0455277
0.5375 0.00301595 0.280622 -0.0426364 -0.0456523
0.5376 0.0030313 0.280783 -0.0427456 -0.0457769
0.5377 0.00304668 0.280945 -0.0428549 -0.0459015
0.5378 0.0030621 0.281107 -0.0429641 -0.0460262
0.5379 0.00307756 0.281269 -0.0430733 -0.0461508
0.538 0.00309305 0.281431 -0.0431824 -0.0462755
0.5381 0.00310857 0.281593 -0.0432916 -0.0464002
0.5382 0.00312413 0.281755 -0.0434007 -0.0465248
0.5383 0.00313973 0.281917 -0.0435098 -0.0466495
0.5384 0.00315536 0.28208 -0.0436189 -0.0467743
0.5385 0.00317102 0.282242 -0.0437279 -0.046899
0.5386 0.00318672 0.282405 -0.043837 -0.0470237
0.5387 0.00320246 0.282568 -0.043946 -0.0471484
0.5388 0.00321823 0.282731 -0.044055 -0.0472732
0.5389 0.00323403 0.282894 -0.0441639 -0.047398
0.539 0.00324987 0.283057 -0.0442729 -0.0475227
0.5391 0.00326575 0.28322 -0.0443818 -0.0476475
0.5392 0.00328166 0.283383 -0.0444907 -0.0477723
0.5393 0.0032976 0.283547 -0.0445995 -0.0478971
0.5394 0.00331358 0.28371 -0.0447084 -0.0480219
0.5395 0.00332959 0.283874 -0.0448172 -0.0481468
0.5396 0.00334564 0.284038 -0.044926 -0.0482716
0.5397 0.00336172 0.284202 -0.0450347 -0.0483965
0.5398 0.00337784 0.284366 -0.0451435 -0.0485213
0.5399 0.00339399 0.28453 -0.0452522 -0.0486462
0.54 0.00341018 0.284694 -0.0453609 -0.0487711
0.5401 0.0034264 0.284858 -0.0454696 -0.048896
0.5402 0.00344265 0.285023 -0.0455782 -0.0490209
0.5403 0.00345894 0.285187 -0.0456869 -0.0491458
0.5404 0.00347527 0.285352 -0.0457955 -0.0492708
0.5405 0.00349163 0.285517 -0.0459041 -0.0493957
0.5406 0.00350802 0.285682 -0.0460126 -0.0495206
0.5407 0.00352445 0.285847 -0.0461212 -0.0496456
0.5408 0.00354091 0.286012 -0.0462297 -0.0497706
0.5409 0.0035574 0.286177 -0.0463382 -0.0498956
0.541 0.00357393 0.286343 -0.0464466 -0.0500206
0.5411 0.0035905 0.286508 -0.0465551 -0.0501456
0.5412 0.0036071 0.286674 -0.0466635 -0.0502706
0.5413 0.00362373 0.28684 -0.0467719 -0.0503956
0.5414 0.0036404 0.287005 -0.0468803 -0.0505206
0.5415 0.0036571 0.287171 -0.0469886 -0.0506457
0.5416 0.00367383 0.287337 -0.0470969 -0.0507708
0.5417 0.0036906 0.287504 -0.0472052 -0.0508958
0.5418 0.00370741 0.28767 -0.0473135 -0.0510209
0.5419 0.00372424 0.287836 -0.0474218 -0.051146
0.542 0.00374111 0.288003 -0.04753 -0.0512711
0.5421 0.00375802 0.288169 -0.0476382 -0.0513962
0.5422 0.00377496 0.288336 -0.0477464 -0.0515213
0.5423 0.00379193 0.288503 -0.0478545 -0.0516465
0.5424 0.00380894 0.28867 -0.0479627 -0.0517716
0.5425 0.00382598 0.288837 -0.0480708 -0.0518968
0.5426 0.00384305 0.289004 -0.0481789 -0.0520219
0.5427 0.00386016 0.289172 -0.0482869 -0.0521471
0.5428 0.00387731 0.289339 -0.048395 -0.0522723
0.5429 0.00389448 0.289507 -0.048503 -0.0523975
0.543 0.00391169 0.289674 -0.048611 -0.0525227
0.5431 0.00392893 0.289842 -0.048719 -0.0526479
0.5432 0.00394621 0.29001 -0.0488269 -0.0527731
0.5433 0.00396352 0.290178 -0.0489348 -0.0528984
0.5434 0.00398087 0.290346 -0.0490427 -0.0530236
0.5435 0.00399825 0.290514 -0.0491506 -0.0531489
0.5436 0.00401566 0.290683 -0.0492585 -0.0532741
0.5437 0.0040331 0.290851 -0.0493663 -0.0533994
0.5438 0.00405058 0.29102 -0.0494741 -0.0535247
0.5439 0.00406809 0.291188 -0.0495819 -0.05365
0.544 0.00408564 0.291357 -0.0496896 -0.0537753
0.5441 0.00410322 0.291526 -0.0497974 -0.0539006
0.5442 0.00412083 0.291695 -0.0499051 -0.0540259
0.5443 0.00413848 0.291864 -0.0500128 -0.0541513
0.5444 0.00415616 0.292034 -0.0501204 -0.0542766
0.5445 0.00417387 0.292203 -0.0502281 -0.054402
0.5446 0.00419162 0.292372 -0.0503357 -0.0545273
0.5447 0.0042094 0.292542 -0.0504433 -0.0546527
0.5448 0.00422721 0.292712 -0.0505509 -0.0547781
0.5449 0.00424506 0.292882 -0.0506584 -0.0549035
0.545 0.00426294 0.293051 -0.0507659 -0.0550289
0.5451 0.00428085 0.293222 -0.0508734 -0.0551543
0.5452 0.00429879 0.293392 -0.0509809 -0.0552797
0.5453 0.00431677 0.293562 -0.0510884 -0.0554052
0.5454 0.00433478 0.293732 -0.0511958 -0.0555306
0.5455 0.00435283 0.293903 -0.0513032 -0.055656
0.5456 0.00437091 0.294073 -0.0514106 -0.0557815
0.5457 0.00438902 0.294244 -0.051518 -0.055907
0.5458 0.00440716 0.294415 -0.0516253 -0.0560325
0.5459 0.00442534 0.294586 -0.0517326 -0.0561579
0.546 0.00444355 0.294757 -0.0518399 -0.0562834
0.5461 0.00446179 0.294928 -0.0519472 -0.056409
0.5462 0.00448007 0.2951 -0.0520544 -0.0565345
0.5463 0.00449838 0.295271 -0.0521616 -0.05666
0.5464 0.00451672 0.295443 -0.0522688 -0.0567855
0.5465 0.0045351 0.295614 -0.052376 -0.0569111
0.5466 0.0045535 0.295786 -0.0524831 -0.0570366
0.5467 0.00457194 0.295958 -0.0525903 -0.0571622
0.5468 0.00459042 0.29613 -0.0526974 -0.0572878
0.5469 0.00460892 0.296302 -0.0528044 -0.0574134
0.547 0.00462746 0.296474 -0.0529115 -0.057539
0.5471 0.00464603 0.296646 -0.0530185 -0.0576646
0.5472 0.00466464 0.296819 -0.0531255 -0.0577902
0.5473 0.00468327 0.296991 -0.0532325 -0.0579158
0.5474 0.00470194 0.297164 -0.0533395 -0.0580414
0.5475 0.00472064 0.297337 -0.0534464 -0.0581671
0.5476 0.00473938 0.29751 -0.0535533 -0.0582927
0.5477 0.00475815 0.297683 -0.0536602 -0.0584184
0.5478 0.00477694 0.297856 -0.0537671 -0.058544
0.5479 0.00479578 0.298029 -0.0538739 -0.0586697
0.548 0.00481464 0.298203 -0.0539808 -0.0587954
0.5481 0.00483354 0.298376 -0.0540875 -0.0589211
0.5482 0.00485247 0.29855 -0.0541943 -0.0590468
0.5483 0.00487143 0.298723 -0.0543011 -0.0591725
0.5484 0.00489042 0.298897 -0.0544078 -0.0592982
0.5485 0.00490945 0.299071 -0.0545145 -0.0594239
0.5486 0.00492851 0.299245 -0.0546212 -0.0595497
0.5487 0.0049476 0.299419 -0.0547278 -0.0596754
0.5488 0.00496672 0.299593 -0.0548345 -0.0598012
0.5489 0.00498588 0.299768 -0.0549411 -0.059927
0.549 0.00500506 0.299942 -0.0550477 -0.0600527
0.5491 0.00502428 0.300117 -0.0551542 -0.0601785
0.5492 0.00504354 0.300292 -0.0552608 -0.0603043
0.5493 0.00506282 0.300466 -0.0553673 -0.0604301
0.5494 0.00508214 0.300641 -0.0554738 -0.0605559
0.5495 0.00510149 0.300816 -0.0555802 -0.0606817
0.5496 0.00512087 0.300992 -0.0556867 -0.0608075
0.5497 0.00514028 0.301167 -0.0557931 -0.0609334
0.5498 0.00515972 0.301342 -0.0558995 -0.0610592
0.5499 0.0051792 0.301518 -0.0560059 -0.0611851
0.55 0.00519871 0.301693 -0.0561122 -0.0613109
0.5501 0.00521825 0.301869 -0.0562185 -0.0614368
0.5502 0.00523782 0.302045 -0.0563248 -0.0615627
0.5503 0.00525743 0.302221 -0.0564311 -0.0616885
0.5504 0.00527706 0.302397 -0.0565374 -0.0618144
0.5505 0.00529673 0.302573 -0.0566436 -0.0619403
0.5506 0.00531643 0.30275 -0.0567498 -0.0620662
0.5507 0.00533616 0.302926 -0.056856 -0.0621922
0.5508 0.00535592 0.303103 -0.0569622 -0.0623181
0.5509 0.00537572 0.303279 -0.0570683 -0.062444
0.551 0.00539555 0.303456 -0.0571744 -0.06257
0.5511 0.0054154 0.303633 -0.0572805 -0.0626959
0.5512 0.0054353 0.30381 -0.0573866 -0.0628219
0.5513 0.00545522 0.303987 -0.0574926 -0.0629478
0.5514 0.00547517 0.304164 -0.0575986 -0.0630738
0.5515 0.00549516 0.304341 -0.0577046 -0.0631998
0.5516 0.00551517 0.304519 -0.0578106 -0.0633258
0.5517 0.00553522 0.304696 -0.0579166 -0.0634518
0.5518 0.0055553 0.304874 -0.0580225 -0.0635778
0.5519 0.00557541 0.305052 -0.0581284 -0.0637038
0.552 0.00559556 0.30523 -0.0582343 -0.0638298
0.5521 0.00561573 0.305408 -0.0583401 -0.0639559
0.5522 0.00563594 0.305586 -0.058446 -0.0640819
0.5523 0.00565617 0.305764 -0.0585518 -0.064208
0.5524 0.00567644 0.305943 -0.0586576 -0.064334
0.5525 0.00569674 0.306121 -0.0587633 -0.0644601
0.5526 0.00571707 0.3063 -0.0588691 -0.0645861
0.5527 0.00573743 0.306478 -0.0589748 -0.0647122
0.5528 0.00575783 0.306657 -0.0590805 -0.0648383
0.5529 0.00577825 0.306836 -0.0591861 -0.0649644
0.553 0.00579871 0.307015 -0.0592918 -0.0650905
0.5531 0.0058192 0.307194 -0.0593974 -0.0652166
0.5532 0.00583972 0.307373 -0.059503 -0.0653427
0.5533 0.00586027 0.307553 -0.0596086 -0.0654689
0.5534 0.00588085 0.307732 -0.0597141 -0.065595
0.5535 0.00590146 0.307912 -0.0598197 -0.0657211
0.5536 0.0059221 0.308092 -0.0599252 -0.0658473
0.5537 0.00594278 0.308272 -0.0600307 -0.0659734
0.5538 0.00596348 0.308451 -0.0601361 -0.0660996
0.5539 0.00598422 0.308632 -0.0602415 -0.0662258
0.554 0.00600499 0.308812 -0.060347 -0.0663519
0.5541 0.00602579 0.308992 -0.0604523 -0.0664781
0.5542 0.00604662 0.309172 -0.0605577 -0.0666043
0.5543 0.00606748 0.309353 -0.060663 -0.0667305
0.5544 0.00608837 0.309534 -0.0607684 -0.0668567
0.5545 0.00610929 0.309714 -0.0608737 -0.0669829
0.5546 0.00613024 0.309895 -0.0609789 -0.0671092
0.5547 0.00615123 0.310076 -0.0610842 -0.0672354
0.5548 0.00617224 0.310257 -0.0611894 -0.0673616
0.5549 0.00619329 0.310438 -0.0612946 -0.0674879
0.555 0.00621436 0.31062 -0.0613998 -0.0676141
0.5551 0.00623547 0.310801 -0.0615049 -0.0677404
0.5552 0.00625661 0.310983 -0.0616101 -0.0678667
0.5553 0.00627778 0.311164 -0.0617152 -0.0679929
0.5554 0.00629898 0.311346 -0.0618202 -0.0681192
0.5555 0.00632021 0.311528 -0.0619253 -0.0682455
0.5556 0.00634147 0.31171 -0.0620303 -0.0683718
0.5557 0.00636276 0.311892 -0.0621354 -0.0684981
0.5558 0.00638408 0.312074 -0.0622403 -0.0686244
0.5559 0.00640543 0.312257 -0.0623453 -0.0687507
0.556 0.00642681 0.312439 -0.0624502 -0.0688771
0.5561 0.00644823 0.312622 -0.0625552 -0.0690034
0.5562 0.00646967 0.312804 -0.0626601 -0.0691297
0.5563 0.00649115 0.312987 -0.0627649 -0.0692561
0.5564 0.00651265 0.31317 -0.0628698 -0.0693824
0.5565 0.00653419 0.313353 -0.0629746 -0.0695088
0.5566 0.00655575 0.313536 -0.0630794 -0.0696352
0.5567 0.00657735 0.31372 -0.0631842 -0.0697615
0.5568 0.00659897 0.313903 -0.0632889 -0.0698879
0.5569 0.00662063 0.314086 -0.0633937 -0.0700143
0.557 0.00664232 0.31427 -0.0634984 -0.0701407
0.5571 0.00666403 0.314454 -0.0636031 -0.0702671
0.5572 0.00668578 0.314638 -0.0637077 -0.0703935
0.5573 0.00670756 0.314821 -0.0638124 -0.0705199
0.5574 0.00672937 0.315006 -0.063917 -0.0706463
0.5575 0.0067512 0.31519 -0.0640216 -0.0707728
0.5576 0.00677307 0.315374 -0.0641261 -0.0708992
0.5577 0.00679497 0.315558 -0.0642307 -0.0710256
0.5578 0.0068169 0.315743 -0.0643352 -0.0711521
0.5579 0.00683886 0.315927 -0.0644397 -0.0712785
0.558 0.00686085 0.316112 -0.0645442 -0.071405
0.5581 0.00688287 0.316297 -0.0646486 -0.0715315
0.5582 0.00690491 0.316482 -0.064753 -0.0716579
0.5583 0.00692699 0.316667 -0.0648574 -0.0717844
0.5584 0.0069491 0.316852 -0.0649618 -0.0719109
0.5585 0.00697124 0.317038 -0.0650662 -0.0720374
0.5586 0.00699341 0.317223 -0.0651705 -0.0721639
0.5587 0.00701561 0.317409 -0.0652748 -0.0722904
0.5588 0.00703784 0.317594 -0.0653791 -0.0724169
0.5589 0.00706009 0.31778 -0.0654834 -0.0725434
0.559 0.00708238 0.317966 -0.0655876 -0.07267
0.5591 0.0071047 0.318152 -0.0656918 -0.0727965
0.5592 0.00712705 0.318338 -0.065796 -0.072923
